1986-87 Fleer Michael Jordan ROOKIE RC PSA 6 - Great Centering! Invest!,Michael Jordan,"$7,700.00","Feb 28, 2021

12:13:08 PST",Basketball,Chicago Bulls,1986,Fleer,6,Professional Sports (PSA),Rookie,https://www.ebay.com/itm/1986-87-Fleer-Michael-Jordan-ROOKIE-RC-PSA-6-Great-Centering-Invest/203285607034?hash=item2f54c4327a:g:SKMAAOSwKzVgLGMU
1996 Fleer #212 Ray Allen Rookie Card RC HOF PSA 9 MINT,Ray Allen,$45.00,"Feb 28, 2021

12:10:39 PST",Basketball,Milwaukee Bucks,1996,Fleer,9,Professional Sports (PSA),"Memorabilia, Rookie",https://www.ebay.com/itm/1996-Fleer-212-Ray-Allen-Rookie-Card-RC-HOF-PSA-9-MINT/203285604352?hash=item2f54c42800:g:VToAAOSwi~JgMry0
1996 Fleer #212 Ray Allen Rookie Card RC HOF PSA 9 MINT,Ray Allen,$45.00,"Feb 28, 2021

12:10:39 PST",Basketball,Milwaukee Bucks,1996,Fleer,9,Professional Sports (PSA),"Memorabilia, Rookie",https://www.ebay.com/itm/1996-Fleer-212-Ray-Allen-Rookie-Card-RC-HOF-PSA-9-MINT/203285604352?hash=item2f54c42800:g:VToAAOSwi~JgMry0
2020 Panini Zenith CAM AKERS RC ROOKIE PATCH AUTO RPA /50 Rams,Cam Akers,$44.51,"Feb 28, 2021

12:10:15 PST",Football,Los Angeles Rams,2020,Panini,Ungraded,Not Professionally Graded,"Autograph, Rookie, Short Print (SP), Serial Numbered, Piece of Authentic, Memorabilia, RPA, 4 Color, Dual Patch",https://www.ebay.com/itm/2020-Panini-Zenith-CAM-AKERS-RC-ROOKIE-PATCH-AUTO-RPA-50-Rams/333897345841?hash=item4dbdd52b31:g:I90AAOSwj4FgKYOC
NIKOLA JOKIC 2015-16 PRIZM BASKETBALL ROOKIE CARD #335 RC DENVER NUGGETS,Nikola Jokic,$215.50,"Feb 28, 2021

12:10:12 PST",Basketball,Denver Nuggets,2015,PANINI,Ungraded,Not Professionally Graded,Rookie,https://www.ebay.com/itm/NIKOLA-JOKIC-2015-16-PRIZM-BASKETBALL-ROOKIE-CARD-335-RC-DENVER-NUGGETS/313427621191?hash=item48f9bdf547:g:ZngAAOSw32BgMr5~
1966 Topps #300 Pittsburgh Pirates HOF RF Roberto Clemente - Near Mint-Mint,Roberto Clemente,$149.95,"Feb 28, 2021

12:09:30 PST",Baseball,Pittsburgh Pirates,1966,Topps,Ungraded,Not Professionally Graded,,https://www.ebay.com/itm/1966-Topps-300-Pittsburgh-Pirates-HOF-RF-Roberto-Clemente-Near-Mint-Mint/313427620193?hash=item48f9bdf161:g:mN0AAOSwio1gDDdW
2020 Bowman Draft Chrome Cade Cavalli 1st Bowman Auto Purple Refractor /250 ,Cade Cavalli,$38.00,"Feb 28, 2021

12:08:02 PST",Baseball,Washington Nationals,2020,Bowman,Ungraded,Not Professionally Graded,Autograph,https://www.ebay.com/itm/2020-Bowman-Draft-Chrome-Cade-Cavalli-1st-Bowman-Auto-Purple-Refractor-250/203288768756?hash=item2f54f470f4:g:OpUAAOSwQndgNws8
LUKE VOIT AUTO 2020 Topps Clearly Authentic 1985 Acetate TBA-LV Yankees,Luke Voit,$42.00,"Feb 28, 2021

12:07:26 PST",Baseball,New York Yankees,2020,Topps,Ungraded,Not Professionally Graded,Acetate,https://www.ebay.com/itm/LUKE-VOIT-AUTO-2020-Topps-Clearly-Authentic-1985-Acetate-TBA-LV-Yankees/353371752809?hash=item5246990969:g:RHoAAOSw4DxgFeNJ
2017 Select JuJu Smith-Schuster Pink Prizm 10/10 PSA 10 RC #69 Steelers Gem Mint,JuJu Smith-Schuster,$599.99,"Feb 28, 2021

12:07:18 PST",Football,Pittsburgh Steelers,2017,Panini,10,Professional Sports (PSA),"Rookie, Serial Numbered, Short Print (SP), Single-Parallel",https://www.ebay.com/itm/2017-Select-JuJu-Smith-Schuster-Pink-Prizm-10-10-PSA-10-RC-69-Steelers-Gem-Mint/203132210673?hash=item2f4b9f8df1:g:4REAAOSwGMVffmxG
1985 Topps Tiffany Orel Hershiser ROOKIE RC #493 PSA 10 GEM MINT ...  BEAUTY !!,See Description,$589.00,"Feb 28, 2021

12:07:16 PST",Baseball,See Description,,Topps,10,Professional Sports (PSA),Rookie,https://www.ebay.com/itm/1985-Topps-Tiffany-Orel-Hershiser-ROOKIE-RC-493-PSA-10-GEM-MINT-BEAUTY/203291918227?hash=item2f55247f93:g:tC8AAOSwVx5gO5rG
1996 MOISES ALOU SELECT CERTIFIED MIRROR GOLD #65 PSA 9  POP 5,MOISES ALOU,$574.99,"Feb 28, 2021

12:07:09 PST",Baseball-MLB,Montreal Expos,1996,Score,9,Professional Sports (PSA),,https://www.ebay.com/itm/1996-MOISES-ALOU-SELECT-CERTIFIED-MIRROR-GOLD-65-PSA-9-POP-5/333014322052?hash=item4d89334b84:g:6DQAAOxyuPtQ~FDs
89-90 Fleer Michael Jordan #21 Scoring Avg Leader Bulls Legend HOT GOAT,Michael Jordan,$35.00,"Feb 28, 2021

12:06:55 PST",Basketball,Chicago Bulls,1989,Fleer,,,,https://www.ebay.com/itm/89-90-Fleer-Michael-Jordan-21-Scoring-Avg-Leader-Bulls-Legend-HOT-GOAT/203285601054?hash=item2f54c41b1e:g:BAMAAOSwJpxgMryp
1992 CLASSIC 4 SPORT GOLD DEREK JETER ROOKIE #231 POSSIBLE PSA 10 ?,Derek Jeter,$75.00,"Feb 28, 2021

12:06:32 PST",Baseball,New York Yankees,1992,Classic,,Professional Sports (PSA),Rookie,https://www.ebay.com/itm/1992-CLASSIC-4-SPORT-GOLD-DEREK-JETER-ROOKIE-231-POSSIBLE-PSA-10/333903920908?hash=item4dbe397f0c:g:wMEAAOSwW5dgOqwS
Lamelo Ball 2020-21 Panini NBA Hoops RC Purple Parallel SP #223 NEW PRICE 👀👀,Lamelo Ball,$65.99,"Feb 28, 2021

12:06:09 PST",Basketball,Charlotte Hornets,2020-21,Panini,Ungraded,Not Professionally Graded,"Rookie, Short Print (SP), Single-Parallel",https://www.ebay.com/itm/Lamelo-Ball-2020-21-Panini-NBA-Hoops-RC-Purple-Parallel-SP-223-NEW-PRICE/203291665746?hash=item2f5520a552:g:fmAAAOSwdPxgL1J4
"1988-89 FLEER Basketball MICHAEL JORDAN ALL-STAR  #120, CHICAGO BULLS, HOF, VG",Michael Jordan,$100.00,"Feb 28, 2021

12:05:49 PST",Basketball,Chicago Bulls,1988,Fleer,Ungraded,,"Fleer, Hall of Fame, All Star, Chicago Bulls",https://www.ebay.com/itm/1988-89-FLEER-Basketball-MICHAEL-JORDAN-ALL-STAR-120-CHICAGO-BULLS-HOF-VG/224356863705?hash=item343cb60ed9:g:b6IAAOSwXplgLsgR
